workflow_id,workflow_length,number_of_agents,workflow_depth,execution_time,cost,retry_count,success,parallel_enabled,mutation_type_encoded,fitness
Application_2078253178,30,4,16,575587.264,45000,4,0.5,0,0,47.59
Application_2080474499,23,4,13,2804034.88,27500,3,0.5,0,0,46.16
Application_2081147987,36,8,16,1595924.643,20000,7,0.6666666666666667,0,0,51.14
Application_208148111,28,4,13,2806646.029,15000,2,0.0,0,0,29.16
Application_2081746160,22,3,14,247610.575,10000,2,0.33333333333333337,0,0,50.29
Application_2081911804,24,4,13,2845239.007,15000,3,0.6666666666666667,0,0,53.78
Application_2082119944,27,5,16,1099418.529,15000,3,0.33333333333333337,0,0,43.35
Application_208670900,90,16,18,2605911.363,11500,23,0.2857142857142857,0,0,35.09
Application_2086832446,42,9,18,1190150.543,14000,9,0.25,0,0,35.85
Application_2088193617,53,10,19,1879513.778,15000,7,0.19999999999999996,0,0,32.38
Application_2092350091,34,6,13,4648024.598,9000,5,0.0,0,0,22.1
Application_2097609434,44,11,14,674800.102,25000,13,0.33333333333333337,0,0,40.04
Application_2103337476,51,9,17,4025891.787,16000,10,0.16666666666666663,0,0,28.64
Application_2104180007,44,6,16,624261.063,15000,6,0.4285714285714286,0,0,44.88
Application_2104262208,26,6,13,1029237.244,11000,3,0.0,0,0,30.54
Application_2105878744,44,9,18,1842013.852,5000,8,0.4,0,0,41.24
Application_2108937169,52,9,16,1545162.794,0,11,0.5714285714285714,0,0,49.03
Application_2110144842,25,4,13,2813515.021,15000,4,0.33333333333333337,0,0,38.48
Application_2113276114,60,12,18,1698339.114,7500,15,0.16666666666666663,0,0,31.95
Application_2115613475,39,5,13,4988422.747,14250,3,0.5,0,0,45.46
Application_2116808282,34,9,14,2421041.927,15000,8,0.33333333333333337,0,0,36.94
Application_2118101879,24,4,14,529914.063,12000,3,0.33333333333333337,0,0,45.81
Application_212010049,27,5,14,838839.959,18500,4,0.6666666666666667,0,0,55.23
Application_2120232738,55,11,19,4662303.041,5000,12,0.5714285714285714,0,0,45.27
Application_2125025540,21,3,13,2728300.332,5000,2,0.5,0,0,50.04
Application_2125825569,31,6,14,666606.356,6000,6,0.6666666666666667,0,0,54.93
Application_2127502880,66,11,18,3336277.843,0,11,0.5,0,0,43.83
Application_213029581,35,6,16,699438.883,5000,6,0.75,0,0,58.19
Application_2131538680,33,7,16,745171.013,35000,6,0.33333333333333337,0,0,38.93
Application_2132446560,18,3,11,2649337.538,10000,2,0.5,0,0,49.73
Application_2134473273,22,4,11,2752189.712,25000,4,0.5,0,0,44.42
Application_2139889803,43,8,16,1656102.518,0,9,0.4,0,0,41.96
Application_2142068408,57,11,18,4295526.744,12500,12,0.5,0,0,42.06
Application_2143427516,44,8,18,591985.543,5000,8,0.4,0,0,44.7
Application_2143984717,22,5,13,3014694.79,20000,3,0.0,0,0,26.54
Application_2144860637,52,6,16,619141.421,5000,11,0.1428571428571429,0,0,34.28
Application_2146617069,33,8,13,2929961.149,23000,8,0.33333333333333337,0,0,35.72
Application_216184154,38,6,16,1395103.392,10000,6,0.75,0,0,55.69
Application_216310730,50,9,18,851808.678,6000,12,0.0,0,0,27.51
Application_217630695,49,11,17,784411.493,5000,11,0.8333333333333334,0,0,61.18
Application_220286199,24,4,14,518164.928,15000,3,0.33333333333333337,0,0,45.64
Application_220402598,23,6,11,2737554.862,18000,5,0.0,0,0,22.99
Application_220799111,39,8,16,1610614.302,25000,6,0.75,0,0,54.05
Application_22095206,60,12,17,4368826.75,15000,11,0.4,0,0,37.81
Application_223366470,37,7,16,2558652.508,5000,7,0.75,0,0,54.24
Application_224001459,44,10,16,2640803.939,15000,7,0.5,0,0,43.34
Application_224343695,50,8,16,1257612.279,10000,11,0.2857142857142857,0,0,37.43
Application_224758141,15,1,11,625.224,30000,0,1.0,0,0,97.6
Application_226472859,30,5,13,4096752.375,6000,4,0.6666666666666667,0,0,51.39
Application_232465255,29,4,14,703185.837,0,5,0.6666666666666667,0,0,55.24
Application_233600750,23,4,13,2723195.133,15000,3,0.5,0,0,47.25
Application_234080274,54,11,19,2874450.829,20000,11,0.33333333333333337,0,0,36.02
Application_236021168,21,3,13,2760582.968,30000,2,0.5,0,0,48.01
Application_236257423,22,4,13,2756935.048,10000,3,0.0,0,0,27.61
Application_237339437,36,6,18,930224.376,25000,6,0.33333333333333337,0,0,39.06
Application_238073987,22,4,11,4381334.536,7100,2,0.5,0,0,48.43
Application_239979140,26,5,13,4003253.725,5000,3,0.0,0,0,26.87
Application_240079306,77,14,18,1077576.905,6000,26,0.4,0,0,42.8
Application_241160753,29,5,15,574721.668,9500,4,0.0,0,0,30.43
Application_242156921,53,14,16,1361383.322,50000,13,0.8,0,0,54.56
Application_243155734,31,6,16,500910.714,15000,5,0.25,0,0,38.41
Application_243636886,27,6,13,3167429.182,7500,5,0.33333333333333337,0,0,36.72
Application_244579239,36,8,14,942769.127,0,8,0.75,0,0,57.68
Application_24648067,26,5,14,948752.344,15000,4,0.33333333333333337,0,0,41.8
Application_248235615,51,10,18,1180308.807,25000,11,0.6,0,0,49.0
Application_248714087,29,5,13,3697177.277,18000,3,0.0,0,0,26.08
Application_249658126,49,8,15,2772234.444,19500,13,0.6666666666666667,0,0,49.5
Application_251196305,32,7,14,1458525.122,20000,7,0.33333333333333337,0,0,38.09
Application_254692609,59,13,18,3387165.425,5000,16,0.16666666666666663,0,0,30.05
Application_256650628,48,9,18,2115278.127,10000,10,0.4,0,0,40.42
Application_257274630,31,6,17,1347170.775,50000,4,0.0,0,0,24.59
Application_259143826,46,12,18,1107732.947,15000,11,0.25,0,0,35.99
Application_259183799,26,5,13,4618762.079,5000,3,0.0,0,0,26.44
Application_260580298,52,10,18,768839.895,15000,10,0.0,0,0,27.11
Application_262728725,39,9,16,1902778.34,5000,8,0.75,0,0,55.14
Application_265534781,71,11,19,1581074.326,10000,14,0.6,0,0,49.31
Application_265587905,63,14,19,4835038.663,10250,11,0.5,0,0,41.88
Application_266262290,98,13,18,1455584.327,15000,27,0.5454545454545454,0,0,46.98
Application_268576214,24,4,14,1140618.082,10000,3,0.33333333333333337,0,0,43.64
Application_268676496,48,9,20,929926.803,5500,6,0.25,0,0,37.29
Application_275338795,35,7,16,521332.665,7500,5,0.4,0,0,44.89
Application_275430191,48,8,18,1153473.41,16000,8,0.5,0,0,45.79
Application_275531167,29,4,13,4473363.554,15000,2,0.5,0,0,47.73
Application_275597794,62,10,18,1936797.221,5000,12,0.16666666666666663,0,0,31.75
Application_277736499,25,5,13,1008669.104,10000,2,0.5,0,0,52.68
Application_279835618,37,8,15,509737.671,7500,8,0.5,0,0,48.96
Application_28217916,46,9,13,4477044.16,7500,10,0.6666666666666667,0,0,49.0
Application_282373685,23,4,11,2843231.875,14000,4,0.0,0,0,25.2
Application_282633375,62,11,20,857162.717,25000,11,0.4285714285714286,0,0,43.12
Application_283012951,46,9,18,1250446.8,25000,9,0.4,0,0,40.82
Application_283238836,44,6,16,960918.401,15000,9,0.6,0,0,50.43
Application_283388706,63,13,18,1651902.552,25000,13,0.5555555555555556,0,0,46.19
Application_285199122,16,2,11,186284.517,10000,1,0.5,0,0,59.83
Application_288955533,59,8,17,1985654.971,25000,13,0.75,0,0,53.41
Application_289811958,27,5,14,1290798.767,15000,4,0.6666666666666667,0,0,54.19
Application_29490720,42,7,16,1294599.118,25500,8,0.6,0,0,48.68
Application_295481661,29,8,13,2123843.554,5000,6,0.33333333333333337,0,0,38.14
Application_296295477,31,8,13,4477642.876,32000,7,0.33333333333333337,0,0,33.7
Application_296383634,36,7,17,3468790.219,35000,5,0.6666666666666667,0,0,47.58
Application_297421946,37,9,18,1450186.589,7000,7,0.0,0,0,25.81
Application_297491355,27,5,16,677179.005,10000,3,0.33333333333333337,0,0,45.23
Application_299646442,47,7,15,627339.981,42000,6,0.6666666666666667,0,0,52.23
Application_299986859,31,5,14,705183.165,30000,6,0.6666666666666667,0,0,52.84
Application_300912987,39,8,18,1709859.259,5000,7,0.5,0,0,45.47
Application_312676830,71,14,20,3415471.955,5000,17,0.4285714285714286,0,0,40.5
Application_314744124,64,11,16,1112339.772,30000,16,0.4285714285714286,0,0,41.92
Application_316292435,38,8,16,1872070.398,10000,8,0.5,0,0,44.79
Application_318047263,43,9,16,804596.595,0,10,0.0,0,0,28.17
Application_319587802,47,9,16,2019872.614,7000,8,0.75,0,0,54.8
Application_322142576,23,3,13,2751780.576,5000,3,0.5,0,0,48.02
Application_323012882,36,7,16,615633.225,8000,6,0.19999999999999996,0,0,36.34
Application_323048075,30,3,15,75450.516,0,2,0.8,0,0,73.39
Application_323151268,27,5,13,3601679.805,5000,3,0.5,0,0,47.2
Application_32340702,46,9,16,3074493.242,10000,8,0.6666666666666667,0,0,49.94
Application_326095881,22,4,13,2724912.906,10000,3,0.0,0,0,27.65
Application_327715289,34,7,18,952045.048,15000,5,0.25,0,0,36.45
Application_327901907,32,6,11,4535802.927,28000,7,0.5,0,0,40.65
Application_327983119,38,6,18,1361585.608,15000,5,0.33333333333333337,0,0,38.7
Application_329002079,39,9,18,602202.727,5000,7,0.4,0,0,44.65
Application_32948449,52,11,17,4299507.143,10000,11,0.5,0,0,42.25
Application_329803525,18,3,11,2639893.022,8500,2,0.5,0,0,49.86
Application_33026817,30,6,16,603784.472,5000,5,0.0,0,0,28.64
Application_335022722,33,7,13,4209445.069,5000,5,0.6666666666666667,0,0,49.39
Application_335096189,44,12,18,1289561.668,5000,10,0.25,0,0,36.33
Application_339079436,29,4,14,605964.687,10000,5,0.6666666666666667,0,0,54.9
Application_340403559,25,3,13,4964091.222,17000,2,0.5,0,0,47.26
Application_340692563,32,7,13,782973.201,15000,7,0.6666666666666667,0,0,53.72
Application_341998174,20,3,11,2646847.898,0,2,0.5,0,0,50.53
Application_343777769,37,7,16,1231899.594,15000,8,0.33333333333333337,0,0,39.0
Application_344339957,42,7,18,1274758.673,5000,7,0.4,0,0,42.36
Application_346329864,71,13,18,3693246.039,10000,17,0.625,0,0,47.72
Application_346636726,41,6,17,716375.328,15000,6,0.6,0,0,51.32
Application_347136910,39,7,18,941777.761,15000,6,0.19999999999999996,0,0,34.49
Application_347787380,42,9,15,3707063.364,26000,9,0.75,0,0,51.43
Application_347955060,46,8,18,756388.138,30000,9,0.4,0,0,41.96
Application_34891841,48,10,16,916191.255,22600,11,0.6,0,0,49.96
Application_350138725,47,10,19,2071659.937,5000,9,0.4,0,0,40.88
Application_351152063,29,6,14,1107407.401,0,6,0.0,0,0,27.19
Application_351232265,25,4,13,3673709.825,16476,2,0.5,0,0,48.22
Application_35262179,36,8,16,674957.817,6000,7,0.6666666666666667,0,0,54.89
Application_353865638,55,9,18,663270.016,10000,10,0.1428571428571429,0,0,33.67
Application_354702724,33,7,17,905820.693,5000,4,0.33333333333333337,0,0,42.74
Application_357999520,43,7,18,864529.58,15000,7,0.6,0,0,50.75
Application_360475310,53,10,18,844734.205,8000,11,0.33333333333333337,0,0,40.71
Application_362508224,31,5,14,612488.272,15000,6,0.6666666666666667,0,0,54.47
Application_365416480,23,4,13,2740373.195,15000,3,0.5,0,0,47.23
Application_367497731,34,8,16,3032097.301,15000,6,0.33333333333333337,0,0,36.25
Application_368205428,45,7,17,2362781.299,18000,6,0.33333333333333337,0,0,36.77
Application_368633868,42,6,16,1197836.288,10000,8,0.6,0,0,50.15
Application_369018038,22,4,11,2651821.815,0,4,0.5,0,0,46.53
Application_369105792,19,3,13,143770.476,5000,1,0.5,0,0,61.02
Application_371444171,101,12,18,1210709.222,18000,18,0.5833333333333333,0,0,48.81
Application_37157949,24,4,13,2711159.243,15000,4,0.0,0,0,25.26
Application_372107793,29,4,14,756972.828,15000,5,0.6666666666666667,0,0,53.82
Application_37288045,36,8,16,1695213.26,15000,7,0.6666666666666667,0,0,51.36
Application_373612346,31,6,16,1426349.103,10000,5,0.25,0,0,35.62
Application_374263140,35,7,17,756251.565,30000,5,0.25,0,0,35.96
Application_374603853,29,4,13,3876619.545,20000,2,0.5,0,0,47.77
Application_37717349,33,6,13,4199468.655,5000,2,0.5,0,0,48.73
Application_378343059,31,7,16,658942.249,5000,5,0.33333333333333337,0,0,41.71
Application_37839400,41,10,16,2604957.342,25000,9,0.0,0,0,22.58
Application_381680406,56,14,18,1095952.176,13000,14,0.4,0,0,42.18
Application_382124711,53,11,18,2404720.999,10000,12,0.5,0,0,44.03
Application_384006007,31,6,16,835840.616,12500,5,0.33333333333333337,0,0,40.38
Application_385432676,60,11,16,6991027.407,0,15,0.6666666666666667,0,0,48.24
Application_387012864,21,3,13,2732435.633,5000,2,0.5,0,0,50.04
Application_387517699,32,6,16,905693.445,20250,5,0.6666666666666667,0,0,52.85
Application_389951798,31,6,16,439009.934,5000,5,0.25,0,0,39.61
Application_393296211,33,6,16,771179.846,0,6,0.25,0,0,38.3
Application_395272936,32,6,14,837310.623,0,7,0.33333333333333337,0,0,41.38
Application_395903076,28,6,16,773859.209,16000,4,0.0,0,0,29.01
Application_396349881,36,6,18,1350693.985,15000,5,0.75,0,0,55.39
Application_399746819,44,8,17,3544059.164,15000,7,0.6,0,0,46.44
Application_400367935,21,4,13,590101.396,7500,2,0.5,0,0,54.51
Application_402039661,34,6,13,2426300.474,37000,3,0.0,0,0,25.84
Application_402170266,18,3,11,2659675.128,0,2,0.5,0,0,50.52
Application_408574797,26,4,11,3967320.547,8000,2,0.5,0,0,48.66
Application_408645375,49,9,18,909298.899,5000,9,0.33333333333333337,0,0,40.73
Application_409724822,21,3,13,2742289.275,38500,2,0.5,0,0,47.35
Application_413286327,50,11,19,3785003.553,25000,11,0.25,0,0,31.44
Application_416441220,22,4,13,2798379.928,7500,3,0.0,0,0,27.76
Application_417231992,22,3,14,287314.971,5000,2,0.33333333333333337,0,0,50.24
Application_418070482,50,11,19,4199996.747,11000,9,0.4,0,0,38.25
Application_420100939,29,4,12,3962847.806,0,2,0.5,0,0,49.3
Application_421364849,42,8,16,1263967.71,32000,10,0.6666666666666667,0,0,50.9
Application_421766070,29,6,14,1357204.144,15000,6,0.0,0,0,25.37
Application_424540764,51,9,14,1474431.002,35000,15,0.5,0,0,43.52
Application_425002643,51,9,17,797743.5,23000,11,0.4,0,0,42.35
Application_425655583,24,5,13,2741394.873,25000,4,0.0,0,0,24.43
Application_426911073,62,10,18,938981.572,5000,13,0.5,0,0,47.3
Application_42838382,33,6,13,5061733.67,29500,4,0.5,0,0,42.2
Application_428409768,45,8,19,1107636.291,15000,7,0.19999999999999996,0,0,33.99
Application_430902047,44,11,18,1898478.03,5000,9,0.0,0,0,25.15
Application_433146125,34,8,13,4185302.659,5000,7,0.0,0,0,22.74
Application_433449483,94,20,19,5942412.961,10000,29,0.4285714285714286,1,0,38.41
Application_438518989,78,13,20,1457893.383,0,18,0.2222222222222222,0,0,35.24
Application_440220247,28,5,11,3785756.203,10000,3,0.5,0,0,46.64
Application_443070493,22,4,11,4636557.126,0,2,0.5,0,0,48.82
Application_444139032,60,11,16,1101631.044,25500,14,0.4285714285714286,0,0,42.31
Application_446334558,25,4,14,2933430.368,7500,2,0.5,0,0,49.62
Application_448701611,21,3,13,2722767.935,9000,2,0.5,0,0,49.73
Application_449790608,27,5,13,4030740.348,5000,3,0.5,0,0,46.85
Application_454240699,44,10,16,627590.747,20000,8,0.5,0,0,47.32
Application_46207219,24,4,14,422426.316,15000,3,0.33333333333333337,0,0,46.27
Application_466958327,37,7,16,704532.602,25000,6,0.4,0,0,42.57
Application_46744147,29,5,13,4176635.935,8000,4,0.5,0,0,44.5
Application_470922426,38,7,14,1724583.756,40000,10,0.33333333333333337,0,0,35.97
Application_473491507,21,3,13,2818459.825,8000,2,0.5,0,0,49.7
Application_474390990,56,7,16,1184195.525,0,15,0.5,0,0,46.99
Application_477108792,25,4,13,3611341.675,18000,2,0.5,0,0,48.15
Application_477598161,46,7,16,626867.01,40000,10,0.6,0,0,49.73
Application_479102695,29,6,13,3855263.348,5000,4,0.5,0,0,44.99
Application_479369766,26,4,13,3591772.598,13000,3,0.0,0,0,26.56
Application_47949347,21,3,13,692022.491,5000,2,0.5,0,0,54.23
Application_481210204,31,6,16,323236.494,5000,5,0.33333333333333337,0,0,43.88
Application_483929208,27,5,16,838689.124,7000,3,0.33333333333333337,0,0,44.81
Application_483996302,26,5,13,3776308.879,8200,2,0.6666666666666667,0,0,55.46
Application_484278024,49,10,16,3996561.676,7000,14,0.25,0,0,32.72
Application_485131054,31,5,14,1195455.283,0,4,0.6666666666666667,0,0,55.63
Application_485970534,45,9,16,1977050.621,17000,11,0.0,0,0,24.06
Application_486645986,60,9,20,1113098.465,27000,14,0.19999999999999996,0,0,33.02
Application_489624309,33,5,17,1373946.483,10000,4,0.33333333333333337,0,0,41.07
Application_493034835,27,4,14,863345.91,9000,4,0.6666666666666667,0,0,55.9
Application_493812399,47,11,18,1244474.028,45000,10,0.19999999999999996,0,0,31.24
Application_501818365,59,10,18,3843626.241,30000,13,0.5714285714285714,0,0,43.85
Application_503552590,31,7,16,681063.68,30000,5,0.33333333333333337,0,0,39.61
Application_503966930,48,8,16,1470863.828,36000,11,0.6,0,0,47.45
Application_505474597,36,8,18,883609.168,6750,4,0.0,0,0,29.34
Application_505823301,47,13,16,2119600.679,10000,13,0.25,0,0,34.41
Application_515209816,30,6,15,1490359.346,7000,4,0.33333333333333337,0,0,41.06
Application_517892162,24,4,14,939118.594,20000,3,0.33333333333333337,0,0,43.43
Application_519973903,24,4,14,867764.924,25000,3,0.33333333333333337,0,0,43.27
Application_521278806,26,5,13,2720748.129,35000,5,0.0,0,0,21.65
Application_5240566,36,9,16,1044818.1,35000,7,0.5,0,0,44.57
Application_524429786,41,11,16,3628841.878,15000,10,0.33333333333333337,0,0,35.71
Application_524679066,48,9,18,1089657.193,37000,9,0.6666666666666667,0,0,50.95
Application_525275343,36,8,16,784395.04,43000,7,0.5,0,0,44.8
Application_526545505,35,8,16,874864.748,25000,6,0.75,0,0,55.91
Application_527253429,29,4,13,4120173.954,15000,2,0.5,0,0,47.98
Application_529938699,24,5,11,4467622.399,0,3,0.5,0,0,46.94
Application_532859959,32,7,13,4704282.767,5000,8,0.0,0,0,22.38
Application_53530491,26,5,14,838813.095,0,4,0.33333333333333337,0,0,43.37
Application_535660456,48,10,18,1527015.49,19300,10,0.4,0,0,40.67
Application_536057092,24,4,14,698546.394,15000,3,0.33333333333333337,0,0,44.73
Application_537642240,72,13,20,3147224.065,40000,14,0.5,0,0,40.81
Application_541114701,41,7,17,955946.29,0,6,0.4,0,0,43.64
Application_54116737,24,4,14,1091697.196,0,3,0.33333333333333337,0,0,44.57
Application_543915014,53,10,18,1286384.126,35000,11,0.33333333333333337,0,0,37.27
Application_54405635,22,4,11,2751570.117,6000,4,0.5,0,0,45.94
Application_546206358,27,5,16,780151.592,10000,3,0.33333333333333337,0,0,44.79
Application_547462088,26,4,13,2727483.298,20000,4,0.6666666666666667,0,0,51.51
Application_555366492,27,4,14,354958.172,42000,4,0.6666666666666667,0,0,55.97
Application_559113386,38,8,16,1115813.802,10000,9,0.0,0,0,26.37
Application_56170283,44,9,18,520788.106,24000,8,0.33333333333333337,0,0,40.91
Application_562322973,26,5,13,684918.778,25000,3,0.0,0,0,30.66
Application_565814930,44,8,18,1282615.574,6000,8,0.4,0,0,42.26
Application_567907480,31,6,16,1516302.277,25000,5,0.25,0,0,34.23
Application_570018018,47,8,18,820211.122,15000,9,0.0,0,0,26.91
Application_570295074,62,10,18,3098861.387,31704,11,0.625,0,0,46.52
Application_570561205,37,8,18,1248432.645,7500,6,0.5,0,0,46.23
Application_570833369,27,6,13,1054412.241,15000,5,0.5,0,0,46.14
Application_572814439,58,11,18,2128401.827,25000,10,0.375,0,0,38.2
Application_579410104,24,4,13,2756944.138,12500,4,0.0,0,0,25.41
Application_579706940,39,8,13,3751850.327,10000,7,0.33333333333333337,0,0,36.0
Application_581353147,49,9,16,1463848.187,0,13,0.0,0,0,26.34
Application_582897201,63,12,20,3545636.327,15000,12,0.16666666666666663,0,0,29.11
Application_584603030,41,8,16,2241721.268,23000,9,0.75,0,0,53.2
Application_584603670,63,13,18,752033.604,5000,13,0.625,0,0,52.97
Application_587387633,31,6,16,1440207.152,25000,5,0.33333333333333337,0,0,37.72
Application_58755651,38,7,17,803127.251,50000,4,0.6666666666666667,0,0,52.84
Application_587745142,39,9,18,1094711.115,25000,8,0.0,0,0,25.23
Application_588083897,31,6,13,4318303.871,25000,4,0.0,0,0,23.04
Application_589207492,32,6,13,4025991.067,10500,5,0.5,0,0,42.42
Application_589333774,23,5,13,1224451.465,30000,3,0.5,0,0,48.49
Application_592185579,35,7,16,1345350.697,5000,7,0.33333333333333337,0,0,39.53
Application_593655901,29,6,13,4958146.122,5000,4,0.33333333333333337,0,0,37.55
Application_597053023,62,9,16,609541.948,10000,14,0.625,0,0,53.21
Application_597160934,73,15,18,3978013.071,12500,22,0.5,0,0,42.29
Application_599331567,27,5,16,577199.883,15000,3,0.33333333333333337,0,0,45.31
Application_59959307,61,12,18,2489978.118,23000,16,0.6,0,0,46.88
Application_600841731,49,8,19,1016705.747,16500,8,0.6,0,0,50.13
Application_60181210,47,11,18,1271007.571,20000,10,0.16666666666666663,0,0,31.84
Application_60214514,56,14,18,2599359.593,12000,12,0.0,0,0,23.63
Application_603177521,52,13,18,1806393.746,15000,12,0.4,0,0,40.5
Application_606090913,18,3,11,2675031.885,0,2,0.5,0,0,50.5
Application_607556337,44,8,16,4485059.976,8500,5,0.6666666666666667,0,0,48.91
Application_608649898,25,4,16,351450.698,17500,2,0.33333333333333337,0,0,48.63
Application_608964116,26,5,14,1572455.597,20000,4,0.33333333333333337,0,0,39.86
Application_610614421,48,10,19,1809858.146,5000,6,0.5,0,0,45.29
Application_61478633,80,9,18,5710525.62,7500,17,0.5714285714285714,0,0,44.45
Application_619403287,34,7,18,1792214.838,15000,5,0.25,0,0,34.52
Application_620755403,33,8,13,4006803.236,5000,6,0.33333333333333337,0,0,36.2
Application_621611593,18,3,11,2654592.387,25500,2,0.5,0,0,48.49
Application_623570806,58,12,19,2991344.924,7500,12,0.6666666666666667,0,0,50.23
Application_625208621,40,8,16,871818.108,10000,8,0.19999999999999996,0,0,35.12
Application_62717154,21,3,13,2795992.136,30000,2,0.5,0,0,47.97
Application_627487146,53,6,16,521297.905,0,11,0.2857142857142857,0,0,40.92
Application_627538343,26,5,14,1181227.161,7000,4,0.33333333333333337,0,0,41.77
Application_629724157,43,11,18,3002358.57,16000,9,0.4,0,0,38.87
Application_633186442,49,7,16,596290.464,27450,8,0.5714285714285714,0,0,49.74
Application_634399947,32,7,16,512528.971,5000,5,0.5,0,0,49.14
Application_636486028,32,7,16,944478.671,15000,6,0.0,0,0,26.48
Application_637491144,18,2,11,1296846.316,7500,2,0.5,0,0,52.11
Application_638536744,27,5,14,698526.566,0,4,0.6666666666666667,0,0,57.26
Application_638926349,42,9,19,3015337.939,6500,7,0.25,0,0,33.62
Application_63970219,46,10,17,3945531.137,10000,8,0.5,0,0,42.52
Application_642567542,58,9,18,949932.331,10000,11,0.5714285714285714,0,0,49.72
Application_644820841,35,7,14,2331347.839,50000,8,0.6666666666666667,0,0,47.59
Application_645282036,30,7,16,842161.374,5000,5,0.0,0,0,27.63
Application_646585496,28,6,13,2750733.891,25000,5,0.6666666666666667,0,0,49.08
Application_652823628,40,7,18,1144676.119,20000,7,0.0,0,0,25.49
Application_655711151,39,10,16,1207273.334,12500,8,0.75,0,0,55.93
Application_65790749,27,5,13,3951788.413,10000,3,0.5,0,0,46.51
Application_65819479,86,14,19,2024366.721,5000,18,0.18181818181818177,0,0,32.23
Application_660784718,39,7,14,946653.338,35000,10,0.6666666666666667,0,0,51.54
Application_662386389,21,3,13,302808.494,6000,2,0.5,0,0,56.67
Application_663648942,31,6,13,4808900.499,15000,5,0.5,0,0,41.51
Application_664267418,21,4,13,1290287.941,10000,2,0.5,0,0,51.93
Application_664361440,22,4,13,2755984.67,36000,3,0.0,0,0,25.53
Application_665878125,24,4,11,4814801.007,18000,3,0.5,0,0,45.27
Application_669100042,51,8,16,604683.004,0,12,0.8,0,0,61.04
Application_672060895,40,7,15,782408.433,15000,8,0.6,0,0,51.05
Application_673424886,43,9,16,1131872.789,40000,11,0.25,0,0,33.93
Application_673709405,43,9,18,2635347.441,15000,9,0.5,0,0,43.35
Application_675073178,57,9,16,1294476.498,24000,13,0.2857142857142857,0,0,36.22
Application_675506291,33,7,16,1196113.948,24000,6,0.25,0,0,35.04
Application_678686961,64,11,19,2982182.872,36500,15,0.19999999999999996,0,0,29.25
Application_679053666,22,3,14,266306.784,8000,2,0.33333333333333337,0,0,50.23
Application_680031808,26,3,15,346501.28,0,2,0.33333333333333337,0,0,50.07
Application_680267904,27,5,14,274434.507,17000,4,0.6666666666666667,0,0,58.75
Application_680429795,26,5,14,276122.204,12500,4,0.33333333333333337,0,0,45.76
Application_681276588,32,8,11,2826862.367,35000,9,0.5,0,0,41.53
Application_684696906,24,4,13,4385108.879,15000,2,0.0,0,0,27.79
Application_687077392,18,3,11,2632206.353,0,2,0.5,0,0,50.55
Application_688388804,26,5,13,671269.378,7500,4,0.6666666666666667,0,0,56.79
Application_690361864,51,13,18,1295614.361,30000,13,0.4,0,0,40.31
Application_69300339,77,12,16,882468.23,0,18,0.6666666666666667,0,0,54.55
Application_693445967,53,9,16,2083124.188,0,14,0.4,0,0,41.27
Application_700146618,32,5,13,3789705.832,15000,6,0.0,0,0,22.24
Application_701717242,24,5,13,2821888.826,7500,4,0.0,0,0,25.74
Application_701872976,21,4,13,435864.335,50000,2,0.5,0,0,52.04
Application_702401717,32,5,13,4035190.931,16750,5,0.6666666666666667,0,0,48.58
Application_704665572,70,11,20,828937.773,15000,14,0.33333333333333337,0,0,40.21
Application_706900638,33,7,16,1015575.08,27000,6,0.33333333333333337,0,0,38.63
Application_7078377,29,5,16,658117.007,10000,4,0.33333333333333337,0,0,43.31
Application_709001855,31,6,15,2425931.136,20000,5,0.0,0,0,23.2
Application_709929024,36,7,17,693835.768,5000,6,0.0,0,0,28.22
Application_710744547,40,8,18,398645.082,14000,7,0.0,0,0,29.19
Application_711286002,25,4,13,3767265.533,15000,2,0.5,0,0,48.26
Application_712156236,30,6,16,1329772.596,40000,4,0.6666666666666667,0,0,52.1
Application_714015178,30,7,13,4556978.926,7500,7,0.0,0,0,22.28
Application_717431849,41,7,16,717743.616,33000,10,0.33333333333333337,0,0,39.21
Application_71758051,54,10,19,1713569.756,16500,6,0.19999999999999996,0,0,32.54
Application_718267424,43,9,18,609694.854,15000,8,0.16666666666666663,0,0,34.48
Application_722397148,56,7,19,1218717.83,14500,8,0.4,0,0,41.74
Application_723119311,24,4,13,4027581.423,9000,2,0.0,0,0,28.53
Application_724616987,47,8,16,259401.788,25000,10,0.8,0,0,61.62
Application_726777197,26,5,13,2796276.208,5000,4,0.6666666666666667,0,0,52.63
Application_727195809,25,5,13,1387309.306,5000,2,0.5,0,0,52.1
Application_74089970,17,2,10,155983.118,15000,2,1.0,0,0,77.97
Application_743887463,54,6,17,1908290.292,34900,11,0.33333333333333337,0,0,36.07
Application_744719104,28,6,16,792432.72,15000,4,0.0,0,0,29.01
Application_74505494,27,4,13,2749917.768,20000,3,0.5,0,0,46.82
Application_746805274,47,10,17,1812117.987,0,10,0.0,0,0,25.69
Application_748088065,30,7,16,2395517.515,15000,5,0.0,0,0,23.64
Application_748843249,32,6,16,653138.502,5000,5,0.5,0,0,48.4
Application_75004231,52,11,17,3116979.705,50000,12,0.0,0,0,20.04
Application_750571787,28,6,16,675987.913,8000,4,0.0,0,0,30.06
Application_751814569,26,5,11,3962111.349,5000,2,0.5,0,0,48.9
Application_754937126,29,6,14,958997.061,27000,5,0.6666666666666667,0,0,52.14
